id,name,link,other names
CA72,中井和哉,https://bgm.tv/person/4424,"['粗忽屋西神戸店', '中井和哉', 'なかい かずや', 'Nakai Kazuya']"
CA73,塩屋翼,https://bgm.tv/person/1452,"['塩屋 翼', 'しおや よく', 'Shioya Yoku']"
CA74,草尾毅,https://bgm.tv/person/4115,"['ボブ松沼', 'Kusao Takeshi']"
CA75,梁田清之,https://bgm.tv/person/4497,"['やなだ きよゆき', 'Yanada Kiyoyuki']"
CA76,平松晶子,https://bgm.tv/person/3931,"['ひらまつあきこ', 'Hiramatsu Akiko', 'ぴら、ピラりん']"
CA77,西村知道,https://bgm.tv/person/3892,"['聖徳太', '西村智道', 'にしむらともみち', 'Nishimura Tomomichi']"
CA78,田中秀幸,https://bgm.tv/person/1057,"['田中 秀幸', 'たなか ひでゆき', 'Tanaka Hideyuki']"
CA79,森川智之,https://bgm.tv/person/3822,"['森川智之=犬神ミカド=犬神帝=司馬嵯峨之', 'ほうでん亭ガツ', '司馬嵯峨之', 'もりかわ としゆき', 'Morikawa Toshiyuki']"
CA80,富山敬,https://bgm.tv/person/4271,Tomiyama Kei
CA81,堀川りょう,https://bgm.tv/person/4135,"['堀川りょう = 間寺司 = 線引春斗', 'ほりかわ りょう', 'Horikawa Ryou', 'りょうちゃん・ベジータ', '堀川亮（ほりかわ まこと）']"
CA82,広中雅志,https://bgm.tv/person/4572,"['広中雅志', 'ひろなか まさし', 'Hironaka Masashi']"
CA83,森功至,https://bgm.tv/person/4291,"['もり かつじ', 'Mori Katsuji']"
CA84,榊原良子,https://bgm.tv/person/3940,"['花井 かおり', 'さかきばらよしこ', 'Sakakibara Yoshiko']"
CA85,勝生真沙子,https://bgm.tv/person/3926,"['佐藤雅子（さとうまさこ，Satou Masako）', '猫魅愛（Nekomi Ai）', '川下雅美（Kawashita Masami）', '塩野雅子（しおのまさこ，Shiono Masako）', 'かつきまさこ', 'Katsuki Masako']"
CA86,塩沢兼人,https://bgm.tv/person/3834,"['塩澤敏一 （しおざわとしかず，Shiozawa Toshikazu）', 'しおざわかねと', 'Shiozawa Kaneto']"
CA87,木村珠莉,https://bgm.tv/person/15805,"['松手 多代', '木村 珠莉', 'きむら じゅり', 'Kimura Juri']"
CA88,佳村はるか,https://bgm.tv/person/13199,"['よしむら はるか', 'Yoshimura Haruka', 'るるきゃん、るる、はるきゃん', '谷川遥']"
CA89,千菅春香,https://bgm.tv/person/9356,"['千菅 春香', 'ちすが はるか', 'Chisuga Haruka', 'ちっすー、すがやん、はるっぴ、はるちゃん、ちすす']"
CA90,髙野麻美,https://bgm.tv/person/16233,"['髙野 麻美', 'たかの あさみ', 'Takano Asami', 'あっさむ']"
CA91,大和田仁美,https://bgm.tv/person/15988,"['Hitomi Ohwada', '大和田 仁美', 'おおわだ ひとみ', 'Ōwada Hitomi']"
CA92,西地修哉,https://bgm.tv/person/16435,にしじ しゅうや
CA93,吉野裕行,https://bgm.tv/person/3955,"['風間瞬', '先割れチョップスティック', '北山幸二', '吉野 裕行', 'よしの ひろゆき', 'Yoshino Hiroyuki', 'よっちん']"
CA94,山岡ゆり,https://bgm.tv/person/5645,"['山岡 ゆり', 'やまおか ゆり', 'Yamaoka Yuri', 'おかゆ、山岡Max、ゆりゆり', 'はちみつこ＝渚しろな＝茅ヶ崎リリィ＝茅ヶ崎メイ＝花見あいり＝雨夜ほたる=山奈かこ＝木之みき']"
CA95,矢口アサミ,https://bgm.tv/person/10834,"['谷口ケイ = 矢口アサミ', 'やぐち アサミ', 'やぐっちゃん']"
CA96,杉本ゆう,https://bgm.tv/person/4613,"['杉本 ゆう', 'すぎもと ゆう', 'Sugimoto Yū']"
CA97,鈴村健一,https://bgm.tv/person/4311,"['鈴村健一＝一物保＝瀧川大輔＝森田昌之＝園村健＝隼人朱雀＝真狩千平', '鈴村 健一', 'すずむら けんいち', 'Suzumura Ken`ichi', '鈴（スズ）、スズケン']"
CA98,千葉進歩,https://bgm.tv/person/3837,"['プログレス', '千葉 進歩', 'ちば すすむ', 'Chiba Susumu']"
CA99,高松信司,https://bgm.tv/person/1280,"['矢立おわり', 'ﾀｶﾏﾂｼﾝｼﾞ', '妻方仁', '握乃手紗貴', 'タカマツシンジ', '高松信司', 'たかまつ しんじ', 'Takamatsu Shinji']"
CA100,沢城みゆき,https://bgm.tv/person/4244,"['泽城幸', '沢城みゆき', 'さわしろ みゆき', 'Sawashiro Miyuki', 'みゆきち']"
CA101,中野裕斗,https://bgm.tv/person/4846,"['中野裕斗', 'なかお ゆと', 'Nakano Yuto']"
CA102,土井美加,https://bgm.tv/person/4008,"['Itou Mika', '伊藤美加', 'Ito Mika', 'どいみか', 'Doi Mika']"
CA103,うえだゆうじ,https://bgm.tv/person/4657,"['うえだゆうじ＝上田祐司＝藤木達哉＝苺屋玉三郎=丸永家美善', '上田佑司', 'Ueda Yuuji', 'ゆうじ、ゆうちゃん']"
CA104,伊瀬茉莉也,https://bgm.tv/person/4769,"['伊瀬 茉莉也', 'いせ まりや', 'Ise Mariya', 'まりモン、リーヤ']"
CA105,岡明子,https://bgm.tv/person/5499,"['岡 明子', 'Oka Akiko']"
CA106,國分優香里,https://bgm.tv/person/4840,"['國分 優香里', 'こくぶん ゆかり', 'Kokubun Yukari']"
CA107,本城雄太郎,https://bgm.tv/person/5165,"['本城 雄太郎', 'ほんじょう ゆうたろう', 'Honjou Yuutarou']"
CA108,翠準子,https://bgm.tv/person/5525,"['翠準子', 'Midori Junko']"
CA109,梶裕貴,https://bgm.tv/person/5209,"['夕凪孝', 'Yuki Kaji', 'かじ ゆうき', 'Kaji Yuuki', 'ゆうたん、梶きゅん']"
CA110,石川由依,https://bgm.tv/person/5727,"['石川 由依', 'いしかわ ゆい', 'Ishikawa Yui']"
CA111,下野紘,https://bgm.tv/person/4262,"['Hiro Shimono', '下野 紘', 'しもの ひろ', 'Shimono Hiro', '下野紘＝小満皐＝川梛珱＝TOMA＝刃衣斬人＝米良奏真＝洲鳩流人']"
CA112,小林ゆう,https://bgm.tv/person/4398,"['小林ゆう', 'こばやし ゆう', 'Kobayashi Yuu', '小林画伯']"
CA113,三上枝織,https://bgm.tv/person/5105,"['Shiori Mikami', '三上 枝織', 'みかみ しおり', 'Mikami Shiori', 'しおりん']"
CA114,谷山紀章,https://bgm.tv/person/4678,"['杉崎和哉', 'KISHOW', 'たにやま きしょう', 'Taniyama Kishou', 'きーやん、きーくん、KISHOW']"
CA115,橋詰知久,https://bgm.tv/person/5683,"['橋詰 知久', 'はしづめ ともひさ', 'Hashizume Tomohisa']"
CA116,竹中直人,https://bgm.tv/person/4540,"['竹中直人', 'たけなか\u3000なおと', 'Takenaka Naoto']"
CA117,大倉正章,https://bgm.tv/person/5311,Ookura Masaaki
CA118,松本梨香,https://bgm.tv/person/4205,"['松本利香、松本梨加、江户家梨香', '松本梨香', 'まつもと りか', 'Matsumoto Rika']"
CA119,茅原実里,https://bgm.tv/person/4421,"['茅原実里', 'ちはら みのり', 'Chihara Minori', 'みのりん']"
CA120,平野綾,https://bgm.tv/person/4158,"['传说', '团长', 'ひらの\u3000あや', 'Hirano Aya', 'あーや、あや']"
CA121,後藤邑子,https://bgm.tv/person/4514,"['後藤 邑子', 'ぐとう ゆうこ', 'Gotou Yuuko', 'ゴトゥーザ様、むらこ、ぽんこつ、ゴトゥース', '後藤邑子＝柳井流海＝九条信乃＝三田菊子＝桜木あおい＝市井紗和＝市井佐絵＝籐野らん＝藤野らん＝立花舞＝西岡えり子＝藤木類＝小村菜々＝こむら菜々＝こむら奈々']"
CA122,小野大輔,https://bgm.tv/person/4456,"['小野大輔', 'おの だいすけ', 'Ono Daisuke', 'OnoD,CK,handsome,小野D,ONO,bb,小野大腐,欧诺，蒂安塞巴斯（その执事、狂騒～赤いヴァレンタイン声优见面会ono的命名），笨蛋，小野妹子', '小野大輔＝中本伸輔＝鼠後輩 = 黄金原光輝']"
CA123,桑谷夏子,https://bgm.tv/person/4168,"['桑谷 夏子', 'くわたに なつこ', 'Kuwatani Natsuko', 'なっちゃん', 'かわい乙女＝天井みかん＝イチゴイチエ＝甘井林檎']"
CA124,松岡由貴,https://bgm.tv/person/3968,"['まつおかゆき', 'Matsuoka Yuki', 'ゆきちゃん、ゆき姉、まつゆき']"
CA125,白石稔,https://bgm.tv/person/4445,"['いちごみるく = 白石稔', 'いちごみるく', 'しらいし みのる', 'Shiraishi Minoru']"
CA126,柿原徹也,https://bgm.tv/person/4782,"['魁皇楽', '柿原 徹也', 'かきはら てつや', 'Kakihara Tetsuya', 'カッキー']"
CA127,小西克幸,https://bgm.tv/person/3861,"['小西克幸＝富士爆発＝木村拓八郎＝辻宮春彦 = 神永レオ', 'こにしかつゆき', 'Konishi Katsuyuki', 'こにたん']"
CA128,福井裕佳梨,https://bgm.tv/person/4185,"['福井裕佳梨', 'ふくい ゆかり', 'Fukui Yukari', 'ゆかりん']"
CA129,斎賀みつき,https://bgm.tv/person/3924,"['斋贺弥月、斋贺观月', 'Mitsuki Saiga', '斎賀 みつき', 'さいが みつき', 'Saiga Mitsuki', 'みつき、斎賀ちゃん、サイガー', '佐藤まこと']"
CA130,中田譲治,https://bgm.tv/person/3971,"['Nakata George', '中田讓治', '中田譲二', '嶋和成', '中田均志（Nakata Hitoshi）', 'なかたじょうじ', 'Nakata Jouji', 'ジョージ']"
CA131,植田佳奈,https://bgm.tv/person/4263,"['庄主', '植田佳奈', 'うえだ かな', 'Ueda Kana', '佳奈樣（かなさま）', '佳奈ちゃん', 'かな']"
CA132,檜山修之,https://bgm.tv/person/4105,"['山本鑄吹', '檜山修之 =野蔀由輝=左大臣=鴇原翔=伍丈英司=安岡實=蟹澤秀光=山本鑄吹=健ヤマト=ほうでん亭ノドガシラ', 'ほうでん亭ノドガシラ', 'Hiyama Nobuyuki']"
CA133,伊藤静,https://bgm.tv/person/4272,"['伊藤静＝三咲里奈＝大下品子＝鳥羽すの＝高志麻矢＝祢乃照果＝祢野照果＝川尻妙子', '伊藤 静', 'いとう しずか', 'Itoh Shizuka', '静御前、静様']"
CA134,折笠富美子,https://bgm.tv/person/4042,"['Фумико Орикаса', '折笠富美子', 'おりかさ ふみこ', 'Orikasa Fumiko', 'おりちゃん、ふーみん、おりさん']"
CA135,荘司美代子,https://bgm.tv/person/19664,"['荘司 美代子', 'しょうじ みよこ', 'Jyōji Miyoko']"
CA136,佐藤政道,https://bgm.tv/person/4132,Satou Masamichi
CA137,飯塚昭三,https://bgm.tv/person/4289,"['山田葵', '飯塚 昭三', 'いいづか しょうぞう', 'Iizuka Shōzō']"
CA138,小野坂昌也,https://bgm.tv/person/3978,"['Onosaka Masaya', '小野坂 昌也', 'おのさか まさや']"
CA139,大林隆介,https://bgm.tv/person/4052,"['大林昌一（Oobayashi Shouichi）', '大林直樹（おおばやしなおき）', '大林隆之介（おおばやしりゅうのすけ）', 'おおばやしりゅうすけ', 'Oobayashi Ryuusuke']"
CA140,冨永みーな,https://bgm.tv/person/4022,"['増本美子', '增本美子', '冨永みーな', 'とみなが みいな', 'Tominaga Miina']"
CA141,古川登志夫,https://bgm.tv/person/4178,"['新山慧', '古川登志夫', 'Furukawa Toshio']"
CA142,郷里大輔,https://bgm.tv/person/4138,"['长堀芳夫', '神威 = 郷里大輔', '郷里 大輔', 'Gouri Daisuke']"
CA143,池水通洋,https://bgm.tv/person/4306,"['いけみず みちひろ', 'Ikemizu Michihiro']"
CA144,二又一成,https://bgm.tv/person/4109,"['ふたまた いせえい', 'Futamata Issei']"
CA145,Justin Roiland,https://bgm.tv/person/27170,Mark Justin Roiland
CA146,Sarah Chalke,https://bgm.tv/person/29204,"['Sarah Chalke', 'サラ・チョーク']"
CA147,Chris Parnell,https://bgm.tv/person/29205,"['托马斯·克里斯托弗·帕内尔', 'Thomas Christopher Parnell']"
CA148,Spencer Grammer,https://bgm.tv/person/25091,Spencer Karen Gramme
CA149,宮野真守,https://bgm.tv/person/4697,"['宮野真守', 'みやの まもる', 'Miyano Mamoru', 'マモ']"
CA150,今井麻美,https://bgm.tv/person/4061,"['今井 麻美', 'いまい あさみ', 'Imai Asami', '今井麻美＝遠山枝里子＝山崎波子＝佐野由綺奈＝赤城ひより＝伊勢由子＝井ノ原理子＝神地谷える＝鹿地薫＝九重くるみ＝酒井みすず＝桜庭翡翠＝瀬戸野蛍子＝芹沢せいら＝時坂セリ香＝灰田みかげ＝堀越恵子＝水沢光＝宮川なつき＝宮部るい＝悠木舞＝雪平雫＝来栖玲＝塚本由美＝花見川楓＝西岡真希＝長谷川夏紀＝佐月さや香＝森崎マリ＝北川友梨＝夏川文香＝出馬瑤子＝葛西優美＝松木恵梨佳']"
CA151,田村ゆかり,https://bgm.tv/person/3965,"['田村大魔王', '大魔王', '田村由加莉，田村缘', '田村ゆかり', 'たむら ゆかり', 'Tamura Yukari', 'ゆかりん ， ゆかり姫 ， ゆかりたん', '田村由香里']"
CA152,後藤沙緒里,https://bgm.tv/person/4772,"['後藤沙緒里', 'ごとう さおり', 'Gotou Saori', 'さおりん、さっちゃん', '后藤(弱)']"
CA153,桃井はるこ,https://bgm.tv/person/3993,"['あかつきかなた', 'O.T.Queen', '桃井はる子', 'momo-i', 'もあい はるこ', 'Haruko Momoi', '桃井 はるこ', 'ももい はるこ', 'Momoi Haruko', 'モモーイ']"
CA154,てらそままさき,https://bgm.tv/person/5617,"['寺杣昌紀', 'てらそま昌紀', '寺杣昌紀', 'てらそま まさき', 'Terasoma Masaki']"
CA155,柊瑠美,https://bgm.tv/person/26940,ひいらぎ るみ
CA156,入野自由,https://bgm.tv/person/4258,"['いりの みゆ', 'Irino Miyu', 'みゆくん']"
CA157,菅原文太,https://bgm.tv/person/4530,"['すがわら ぶんた', 'Sugawara Bunta']"
CA158,玉井夕海,https://bgm.tv/person/4529,"['たまい ゆうみ', 'Tamai Yuumi']"
CA159,沢口靖子,https://bgm.tv/person/24067,"['沢口 靖子', 'さわぐち やすこ']"
CA160,神木隆之介,https://bgm.tv/person/10972,"['神木 隆之介', 'かみき りゅうのすけ', 'Kamiki Ryūnosuke']"
CA161,葉月絵理乃,https://bgm.tv/person/4235,"['葉月絵理乃', 'はづき えりの', 'Hazuki Erino']"
CA162,斎藤千和,https://bgm.tv/person/4249,"['斎藤 千和', 'さいとう ちわ', 'Saitō Chiwa', 'ちわ']"
CA163,広橋涼,https://bgm.tv/person/4165,"['廣橋 涼', 'ひろはし りょう', 'Hirohashi Ryou', '涼ちん、塩大福']"
CA164,大原さやか,https://bgm.tv/person/3890,"['鈴蘭', '大原沙也加', '大原さやか', 'Oohara Sayaka', 'sa-ya（さぁや）、sayasaya（さやさや）、さや姉']"
CA165,皆川純子,https://bgm.tv/person/4224,"['皆川純子', 'みながわ じゅんこ', 'Minagawa Junko']"
CA166,河井英里,https://bgm.tv/person/7367,"['Eri Kawai', '河井英里', 'かわいえり', 'Kawai Eri', '河井绘里，河合英里', '河井英理']"
CA167,西村ちなみ,https://bgm.tv/person/3840,"['にしむらちなみ', 'Nishimura Chinami', 'ちなみん、ちなちな']"
CA168,水橋かおり,https://bgm.tv/person/3851,"['水橋かおり＝上原ともみ＝青空かれん＝青戸由羽＝天南ねね＝綾瀬はみる＝生駒あるひ＝稲狩裕子＝犬山遊々＝蛯原ミサ＝音無区々＝加古井あや子＝倉方夕子＝紅野ミア＝小手島ひばり＝里宮アリサ＝白山ツヅキ＝月島理緒＝豊田マコト＝中井戸由希菜＝渚美麗＝夏木田栄＝七星友里子＝鳴坂ありす＝西陣波那多＝雪つばさ＝二宮彩子＝温本茶奈＝温森はるみ＝野々田早苗＝葉月央香＝花坂紅葉＝羽仁麗＝羽戸まつの＝晴海あくあ＝春山琴巳＝松鷹ちひろ＝真中まりも＝真南六実＝美芹桜花＝宮坂結衣＝森野恵留＝雪つばき＝雅弥はるか＝苺原コズエ＝葉桜未唯亜＝寺井いなほ＝尾藤彩子＝美々永跳＝樹士メイア＝紗中智亜＝姪浜香津美＝彼方尾ミル＝千葉山もみじ＝明科まなさ＝森島多由＝茶山みつ子＝普間かける＝十来みらい＝巻乃あげは＝六条麻日＝納美夕子＝野乃原にゆ＝清玉澄加 = 十来みらい＝音無区々＝佐名紗凪', '水橋かおり', 'みずはし かおり', 'Mizuhashi Kaori', 'みずはっしー、カオリーヌ、ミズハス']"
CA169,松尾佳子,https://bgm.tv/person/4656,Matsuo Yoshiko
CA170,邱岳峰,https://bgm.tv/person/22241,欧阳丹枫
CA171,于鼎,https://bgm.tv/person/39254,none
CA172,毕克,https://bgm.tv/person/22242,毕德全
CA173,富润生,https://bgm.tv/person/22243,none
CA174,尚华,https://bgm.tv/person/22244,none
CA175,佐藤銀平,https://bgm.tv/person/6230,"['さとう ぎんぺい', 'satou ginbei']"
